LONGITUDE,LATITUDE,res,faults,dem,mag,grav,geol
130.0,-30.242424242424242,1.9331,0.019403094348350525,142.28216552734375,428.6191711425781,-41.51879119873047,Hughes Domain
130.0,-30.141414141414142,1.9506,0.027445791258608236,146.69044494628906,-108.71739196777344,-50.26125717163086,Hughes Domain
130.0,-30.04040404040404,1.945,0.051237258215126986,153.0347137451172,8.417491912841797,-60.737709045410156,Hughes Domain
130.0,-29.939393939393938,1.9314,0.024705897774076353,156.4142608642578,200.84963989257812,-65.5751953125,Hughes Domain
130.0,-29.838383838383837,1.9532,0.02860362577384119,159.65184020996094,29.191768646240234,-67.99542236328125,Hughes Domain
130.0,-29.737373737373737,1.9585,0.01953761103169032,166.42929077148438,149.66946411132812,-67.41242980957031,
130.0,-29.636363636363637,1.9464,0.06416798622400254,165.5832061767578,-58.5648307800293,-63.99581527709961,
130.0,-29.535353535353536,1.9193,0.14556566138486163,175.90199279785156,-16.293210983276367,-59.978755950927734,
130.0,-29.434343434343432,1.9306,0.08791095729366322,207.99330139160156,60.36776351928711,-59.014923095703125,
130.0,-29.333333333333332,1.9289,0.02927457837534905,253.54115295410156,66.28865051269531,-57.8276252746582,
130.0,-29.232323232323232,1.9329,0.03843546095219483,254.95281982421875,-26.163747787475586,-55.55556106567383,
130.0,-29.13131313131313,1.9272,0.1050033026452274,246.212890625,-101.40137481689453,-53.14336013793945,
130.0,-29.03030303030303,1.8469,0.17108144911834502,251.73043823242188,41.6380729675293,-51.632633209228516,
130.0,-28.929292929292927,1.8464,0.2593779455483296,257.13330078125,105.94367218017578,-53.05988311767578,
130.0,-28.82828282828283,1.9047,0.2676851901756243,290.04583740234375,47.448585510253906,-57.422725677490234,
130.0,-28.727272727272727,1.9342,0.20575943802597516,314.7921142578125,134.22813415527344,-63.301788330078125,
130.0,-28.626262626262626,1.9451,0.15753793544853692,304.80859375,300.4629821777344,-66.78134155273438,
130.0,-28.525252525252526,1.9415,0.06502476406905604,365.7032775878906,144.06285095214844,-74.71080780029297,
130.0,-28.424242424242426,1.9412,0.04560753316476175,415.2369384765625,0.022882560268044472,-82.1007308959961,
130.0,-28.323232323232325,1.9626,0.06172821713760581,422.5707702636719,47.060794830322266,-85.74392700195312,
130.0,-28.22222222222222,1.9782,0.10100573564395278,342.4349670410156,127.4986572265625,-89.88571166992188,
130.0,-28.12121212121212,1.9891,0.029177292935093947,398.71697998046875,78.62692260742188,-96.35159301757812,
130.0,-28.02020202020202,1.9982,0.02567239941137601,414.7938537597656,11.563192367553711,-99.99073791503906,
130.0,-27.919191919191917,1.9982,0.09539555513306741,466.6265869140625,-94.2352066040039,-105.33325958251953,
130.0,-27.81818181818182,2.0041,0.07970629996551996,387.3553161621094,-146.4095916748047,-108.8338623046875,
130.0,-27.717171717171716,2.0041,0.06655203004662633,381.6040344238281,-164.09085083007812,-110.19563293457031,
130.0,-27.616161616161616,2.0041,0.028213416724094147,392.45867919921875,-107.08185577392578,-113.42164611816406,
130.0,-27.515151515151516,2.0069999999999997,0.01022469506099937,407.646728515625,-156.41644287109375,-112.63973999023438,
130.0,-27.41414141414141,2.0112,0.012096265068893351,444.24053955078125,-295.2330017089844,-102.54508972167969,Fregon Subdomain
130.0,-27.313131313131315,2.0112,0.09743744478943918,517.0475463867188,406.26959228515625,-80.2501220703125,Fregon Subdomain
130.0,-27.21212121212121,2.0112,0.1977546831619664,512.301513671875,-399.77374267578125,-67.93824768066406,Fregon Subdomain
130.0,-27.11111111111111,2.0112,0.2985395363934651,544.1990966796875,796.4634399414062,-51.83103561401367,Fregon Subdomain
130.0,-27.01010101010101,2.0112,0.39943820032603516,576.1670532226562,253.66526794433594,-40.352420806884766,Fregon Subdomain
130.0,-26.90909090909091,2.0112,0.5003818321857018,559.2838134765625,139.43099975585938,-32.02057647705078,Fregon Subdomain
130.0,-26.80808080808081,2.0112,0.6013477871377587,569.9840087890625,930.9450073242188,-28.247173309326172,Fregon Subdomain
130.0,-26.707070707070706,2.0112,0.7023264377919892,579.1340942382812,347.518798828125,-20.290241241455078,Fregon Subdomain
130.0,-26.606060606060606,2.0112,0.8033129965087256,622.5045776367188,56.35847854614258,-21.041828155517578,Fregon Subdomain
130.0,-26.505050505050505,2.0112,0.9043048139373205,647.7404174804688,150.15628051757812,-29.650550842285156,Fregon Subdomain
130.0,-26.404040404040405,2.0112,1.005300305218663,689.30322265625,297.4350891113281,-25.042072296142578,Fregon Subdomain
130.0,-26.303030303030305,2.0112,1.1013189992386874,759.24609375,108.90052032470703,-10.929153442382812,Fregon Subdomain
130.0,-26.2020202020202,2.0112,1.1806686416319956,713.86083984375,-4.297689437866211,-20.949954986572266,Fregon Subdomain
130.0,-26.1010101010101,2.0112,1.2591520545115158,735.886474609375,-250.05770874023438,-44.05282211303711,Fregon Subdomain
130.0,-26.0,2.0112,1.297454924191792,816.7763671875,-23.177080154418945,-45.211219787597656,Fregon Subdomain
130.1010101010101,-36.0,-0.5216,3.76261848662441,0.0,0.0,0.0,-9999
130.1010101010101,-35.898989898989896,-0.5216,3.695193646602132,0.0,0.0,0.0,-9999
130.1010101010101,-35.7979797979798,-0.5216,3.6293278133701197,0.0,0.0,0.0,-9999
130.1010101010101,-35.696969696969695,-0.5224,3.565107396548835,0.0,0.0,0.0,-9999
130.1010101010101,-35.5959595959596,-0.5224,3.5026229031919303,0.0,0.0,0.0,-9999
130.1010101010101,-35.494949494949495,-0.5231,3.4419688749339716,0.0,0.0,0.0,-9999
130.1010101010101,-35.39393939393939,-0.5231,3.383243761699109,0.0,0.0,0.0,-9999
130.1010101010101,-35.292929292929294,-0.5237,3.3265497211299593,0.0,0.0,0.0,-9999
130.1010101010101,-35.19191919191919,-0.5243,3.271992332545387,0.0,0.0,0.0,-9999
130.1010101010101,-35.09090909090909,-0.5246,3.219680214296749,0.0,0.0,0.0,-9999
130.1010101010101,-34.98989898989899,-0.5261,3.1697245340004288,0.0,0.0,0.0,-9999
130.1010101010101,-34.888888888888886,-0.5271,3.122238402423276,0.0,0.0,0.0,-9999
130.1010101010101,-34.78787878787879,-0.5282,3.077336143924032,0.0,0.0,0.0,-9999
130.1010101010101,-34.686868686868685,-0.5295,3.0351324394246673,0.0,0.0,0.0,-9999
130.1010101010101,-34.58585858585859,-0.5309,2.9877406630358068,0.0,0.0,0.0,-9999
130.1010101010101,-34.484848484848484,-0.5324,2.8867540854898355,0.0,0.0,0.0,-9999
130.1010101010101,-34.38383838383838,-0.5339,2.7857692136354384,0.0,0.0,0.0,-9999
130.1010101010101,-34.282828282828284,-0.5355,2.6847862399449873,0.0,0.0,0.0,?Nuyts Domain
130.1010101010101,-34.18181818181818,-0.5393,2.5838053869765387,0.0,0.0,0.0,?Nuyts Domain
130.1010101010101,-34.08080808080808,-0.542,2.482826913490386,0.0,0.0,0.0,?Nuyts Domain
130.1010101010101,-33.97979797979798,-0.545,2.3818511221206755,0.0,0.0,0.0,?Nuyts Domain
130.1010101010101,-33.878787878787875,-0.5487,2.2808783690839336,0.0,0.0,0.0,?Nuyts Domain
130.1010101010101,-33.77777777777778,-0.5532,2.179909076584302,0.0,0.0,0.0,?Nuyts Domain
130.1010101010101,-33.676767676767675,-0.5589,2.0789437488316933,0.0,0.0,0.0,?Nuyts Domain
130.1010101010101,-33.57575757575758,-0.5664,1.977982992962855,0.0,0.0,0.0,?Nuyts Domain
130.1010101010101,-33.474747474747474,-0.5767,1.8770275467095114,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-33.37373737373737,-0.5915,1.7760783154958295,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-33.27272727272727,-0.6341,1.6751364229383965,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-33.17171717171717,-0.6579999999999999,1.5742032807573825,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-33.07070707070707,-0.6789,1.4732806873952873,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.96969696969697,-0.6946,1.3723709700983457,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.86868686868687,-0.7051,1.2714771945644876,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.76767676767677,-0.7077,1.170603482840628,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.666666666666664,-0.7043,1.0697555107555088,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.56565656565657,-0.6952,0.9689413153318975,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.464646464646464,-0.6533,0.8681726633190906,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.36363636363637,-0.6144,0.767467494506557,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.26262626262626,-0.5608,0.6668545702969364,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.16161616161616,-0.4991,0.566383052129735,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-32.06060606060606,-0.4354,0.4661443838188183,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-31.95959595959596,-0.3722,0.3663297591023588,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-31.858585858585858,-0.3029,0.2674144335190292,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-31.757575757575758,-0.2238,0.17096650875758015,0.0,0.0,0.0,?Fowler Domain
130.1010101010101,-31.656565656565657,-0.1008,0.08575952420197713,0.0,0.0,0.0,
130.1010101010101,-31.555555555555557,2.4046,0.018595825247442677,65.6182632446289,127.60359191894531,-52.46001434326172,
130.1010101010101,-31.454545454545453,2.1908,0.03871046008107126,74.79890441894531,175.66876220703125,-53.60962677001953,
130.1010101010101,-31.353535353535353,2.0912,0.002993674617142791,92.25780487060547,416.9519958496094,-48.94640350341797,
130.1010101010101,-31.252525252525253,2.01,0.051238320836053154,97.974365234375,639.01904296875,-43.69587707519531,
130.1010101010101,-31.151515151515152,1.9604,0.01658719491048163,106.44236755371094,348.07550048828125,-42.70185089111328,
130.1010101010101,-31.050505050505052,1.9109,0.10271499468441263,116.49659729003906,259.1258239746094,-47.76561737060547,
130.1010101010101,-30.949494949494948,1.8587,0.025849307444957104,118.32431030273438,115.96269226074219,-42.31764221191406,
130.1010101010101,-30.848484848484848,1.9243,0.008033537481791342,130.10157775878906,-31.054916381835938,-42.96421813964844,
130.1010101010101,-30.747474747474747,1.9319,0.06895681948064744,134.97215270996094,-21.530433654785156,-50.30518341064453,Fisher Domain
130.1010101010101,-30.646464646464647,1.8993,0.07908891650096464,132.75559997558594,-25.5942325592041,-58.32164764404297,Fisher Domain
130.1010101010101,-30.545454545454547,1.8305,0.013782409871789403,140.05728149414062,-171.9813995361328,-55.92542266845703,Fisher Domain
130.1010101010101,-30.444444444444443,1.8112,0.06809814259356942,139.16915893554688,-204.23390197753906,-43.16363525390625,Hughes Domain
130.1010101010101,-30.343434343434343,1.864,0.025679498171444645,138.20899963378906,150.36546325683594,-39.17140579223633,Hughes Domain
130.1010101010101,-30.242424242424242,1.9171,0.06615231780613921,129.71975708007812,80.85777282714844,-44.58028030395508,Hughes Domain
130.1010101010101,-30.141414141414142,1.9375,0.08200455540176708,135.07591247558594,-128.3447723388672,-54.12406921386719,Hughes Domain
130.1010101010101,-30.04040404040404,1.9258,0.007686662334169179,141.75990295410156,-87.7859878540039,-59.81808090209961,Hughes Domain
130.1010101010101,-29.939393939393938,1.9055,0.07296648143537256,152.99305725097656,-76.06644439697266,-62.78660202026367,Hughes Domain
130.1010101010101,-29.838383838383837,1.9366,0.01237863711426509,156.59521484375,11.046339988708496,-67.13301086425781,Hughes Domain
130.1010101010101,-29.737373737373737,1.943,0.04248843138831676,159.58860778808594,335.41156005859375,-66.685302734375,Hughes Domain
130.1010101010101,-29.636363636363637,1.9227,0.02003140582287403,167.58433532714844,43.95488739013672,-64.16751098632812,
130.1010101010101,-29.535353535353536,1.8777,0.06794602178517803,169.3037109375,-47.99134063720703,-63.80169677734375,
130.1010101010101,-29.434343434343432,1.8995,0.02445464370831259,207.7257537841797,-21.701292037963867,-61.70075225830078,
130.1010101010101,-29.333333333333332,1.8955,0.055016718675473524,251.58151245117188,-20.447858810424805,-61.33046340942383,
130.1010101010101,-29.232323232323232,1.9081,0.11334401686829035,247.28407287597656,80.01889038085938,-57.6495361328125,
130.1010101010101,-29.13131313131313,1.8713,0.17699333345936227,239.5445556640625,51.01466369628906,-54.78972625732422,
130.1010101010101,-29.03030303030303,1.8148,0.1747856942535588,235.74026489257812,21.86996078491211,-53.82326126098633,
130.1010101010101,-28.929292929292927,1.8269,0.22400785422498573,249.34420776367188,-34.18653106689453,-55.36762619018555,
130.1010101010101,-28.82828282828283,1.9048,0.3003582521013958,290.55572509765625,12.995726585388184,-59.102779388427734,
130.1010101010101,-28.727272727272727,1.933,0.22113088687000526,343.00970458984375,-3.069430351257324,-63.28647232055664,
130.1010101010101,-28.626262626262626,1.9373,0.13257428293293375,362.3546142578125,87.169677734375,-67.02554321289062,
130.1010101010101,-28.525252525252526,1.9314,0.038941178728441384,352.33367919921875,197.2588653564453,-71.60470581054688,
130.1010101010101,-28.424242424242426,1.9322,0.05867083697166586,378.6258544921875,271.700927734375,-75.9388427734375,
130.1010101010101,-28.323232323232325,1.9519,0.02698320741273733,331.92974853515625,273.1924133300781,-81.50358581542969,
130.1010101010101,-28.22222222222222,1.9686,0.07350061104109665,343.52923583984375,348.9348449707031,-87.72077941894531,
130.1010101010101,-28.12121212121212,1.9804,0.07547405140542153,356.9293212890625,383.61224365234375,-94.15338134765625,
130.1010101010101,-28.02020202020202,1.9906,0.037321849008329966,381.7904052734375,298.44891357421875,-99.11412048339844,
130.1010101010101,-27.919191919191917,1.9906,0.027871590308272663,427.90704345703125,169.96255493164062,-104.30995178222656,
130.1010101010101,-27.81818181818182,1.9987,0.032136049863686324,365.09771728515625,-63.066612243652344,-105.51225280761719,
130.1010101010101,-27.717171717171716,1.9987,0.06355159104640548,381.1542663574219,-187.47637939453125,-109.21825408935547,
130.1010101010101,-27.616161616161616,1.9987,0.0956047040015164,398.9948425292969,-187.36724853515625,-113.72413635253906,
130.1010101010101,-27.515151515151516,2.004,0.024123051863872074,420.1603698730469,-290.59600830078125,-110.86312866210938,Fregon Subdomain
130.1010101010101,-27.41414141414141,2.0069999999999997,0.03237669735980274,447.77996826171875,-8.577811241149902,-101.76194763183594,Fregon Subdomain
130.1010101010101,-27.313131313131315,2.0069999999999997,0.13336346818293593,474.02008056640625,65.93926239013672,-76.71134948730469,Fregon Subdomain
130.1010101010101,-27.21212121212121,2.0069999999999997,0.22931617947286997,494.8367919921875,359.28125,-61.49543762207031,Fregon Subdomain
130.1010101010101,-27.11111111111111,2.0069999999999997,0.32031991859010095,519.6953125,-275.8400573730469,-50.06426239013672,Fregon Subdomain
130.1010101010101,-27.01010101010101,2.0069999999999997,0.41596859416937426,543.2164916992188,756.3300170898438,-39.57551574707031,Fregon Subdomain
130.1010101010101,-26.90909090909091,2.0069999999999997,0.5136739952898761,562.0941162109375,194.4359893798828,-31.43409538269043,Fregon Subdomain
130.1010101010101,-26.80808080808081,2.0069999999999997,0.6124525749403157,593.2232666015625,-42.9007682800293,-25.420124053955078,Fregon Subdomain
130.1010101010101,-26.707070707070706,2.0069999999999997,0.7118577250245507,592.490234375,-54.63994598388672,-24.980573654174805,Fregon Subdomain
130.1010101010101,-26.606060606060606,2.0069999999999997,0.8116592670667733,607.9591064453125,-235.26412963867188,-27.020370483398438,Fregon Subdomain
130.1010101010101,-26.505050505050505,2.0069999999999997,0.9117270380797948,638.0302124023438,203.63815307617188,-27.154739379882812,Fregon Subdomain
130.1010101010101,-26.404040404040405,2.0069999999999997,1.0119820646277686,664.8328857421875,240.1194610595703,-23.53603744506836,Fregon Subdomain
130.1010101010101,-26.303030303030305,2.0069999999999997,1.112373717463222,715.904541015625,453.0074462890625,-3.3502862453460693,Fregon Subdomain
130.1010101010101,-26.2020202020202,2.0069999999999997,1.1563028703987615,675.7713012695312,-24.976348876953125,-29.919837951660156,Fregon Subdomain
130.1010101010101,-26.1010101010101,2.0069999999999997,1.174397279290315,836.9705200195312,-105.0850601196289,-47.51656723022461,Fregon Subdomain
130.1010101010101,-26.0,2.0069999999999997,1.2007446406829037,1084.9918212890625,-144.96287536621094,-48.58853530883789,Fregon Subdomain
130.2020202020202,-36.0,-0.5217,3.688716729807196,0.0,0.0,0.0,-9999
130.2020202020202,-35.898989898989896,-0.5217,3.619915651332292,0.0,0.0,0.0,-9999
130.2020202020202,-35.7979797979798,-0.5217,3.55265444615342,0.0,0.0,0.0,-9999
130.2020202020202,-35.696969696969695,-0.5225,3.487022223301558,0.0,0.0,0.0,-9999
130.2020202020202,-35.5959595959596,-0.5225,3.4231126827547462,0.0,0.0,0.0,-9999
130.2020202020202,-35.494949494949495,-0.5232,3.3610240958502455,0.0,0.0,0.0,-9999
130.2020202020202,-35.39393939393939,-0.524,3.3008592196498876,0.0,0.0,0.0,-9999
130.2020202020202,-35.292929292929294,-0.524,3.2427251323572803,0.0,0.0,0.0,-9999
130.2020202020202,-35.19191919191919,-0.5243,3.1867329761226517,0.0,0.0,0.0,-9999
130.2020202020202,-35.09090909090909,-0.5258,3.132997593233306,0.0,0.0,0.0,-9999
130.2020202020202,-34.98989898989899,-0.5267,3.0816370419496137,0.0,0.0,0.0,-9999
130.2020202020202,-34.888888888888886,-0.5279,3.032771979301837,0.0,0.0,0.0,-9999
130.2020202020202,-34.78787878787879,-0.5292,2.9865249002097674,0.0,0.0,0.0,-9999
130.2020202020202,-34.686868686868685,-0.5307,2.943019225509691,0.0,0.0,0.0,-9999
130.2020202020202,-34.58585858585859,-0.5324,2.902378236012413,0.0,0.0,0.0,-9999
130.2020202020202,-34.484848484848484,-0.5341,2.864723855635916,0.0,0.0,0.0,-9999
130.2020202020202,-34.38383838383838,-0.5358,2.789895457298024,0.0,0.0,0.0,-9999
130.2020202020202,-34.282828282828284,-0.5376,2.6890674415512685,0.0,0.0,0.0,?Nuyts Domain
130.2020202020202,-34.18181818181818,-0.5414,2.5882536252813644,0.0,0.0,0.0,?Nuyts Domain
130.2020202020202,-34.08080808080808,-0.5441,2.487455734955969,0.0,0.0,0.0,?Nuyts Domain
130.2020202020202,-33.97979797979798,-0.5472,2.386675788405426,0.0,0.0,0.0,?Nuyts Domain
130.2020202020202,-33.878787878787875,-0.551,2.285916158910499,0.0,0.0,0.0,?Nuyts Domain
130.2020202020202,-33.77777777777778,-0.5556,2.185179656959072,0.0,0.0,0.0,?Nuyts Domain
130.2020202020202,-33.676767676767675,-0.5612,2.084469635619458,0.0,0.0,0.0,?Nuyts Domain
130.2020202020202,-33.57575757575758,-0.5686,1.9837901278773005,0.0,0.0,0.0,?Nuyts Domain
130.2020202020202,-33.474747474747474,-0.5789,1.8831460278266976,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-33.37373737373737,-0.6121,1.782543332934054,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-33.27272727272727,-0.6378,1.6819894727577782,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-33.17171717171717,-0.6645,1.581493762289453,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-33.07070707070707,-0.6897,1.4810680385671255,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.96969696969697,-0.7105,1.38072757290561,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.86868686868687,-0.7256,1.280492408142556,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.76767676767677,-0.7321,1.1803893701028279,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.666666666666664,-0.7323,1.0804551836170355,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.56565656565657,-0.7142,0.980741466223515,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.464646464646464,-0.6924,0.8813230533395262,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.36363636363637,-0.6583,0.7823125373770476,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.26262626262626,-0.6096,0.6838871024804124,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.16161616161616,-0.5566,0.5863414642961355,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-32.06060606060606,-0.4996,0.4902011195203129,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-31.95959595959596,-0.4335,0.3964896510845327,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-31.858585858585858,-0.3433,0.3074362214629981,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-31.757575757575758,-0.2174,0.22855217813422396,0.0,0.0,0.0,?Fowler Domain
130.2020202020202,-31.656565656565657,0.017,0.1426949719718572,0.0,0.0,0.0,Fisher Domain
130.2020202020202,-31.555555555555557,2.3634,0.041996799585337134,62.23503875732422,80.19864654541016,-50.99242401123047,Fisher Domain
130.2020202020202,-31.454545454545453,2.1908,0.0010351165400315123,72.47642517089844,301.6445617675781,-54.95732879638672,
130.2020202020202,-31.353535353535353,2.0504,0.046751557076166156,80.39925384521484,618.82080078125,-50.485774993896484,
130.2020202020202,-31.252525252525253,1.9925,0.009756418765991658,91.498779296875,424.2048645019531,-50.156654357910156,
130.2020202020202,-31.151515151515152,1.9631,0.022654827640564597,99.82719421386719,283.17962646484375,-47.944984436035156,
130.2020202020202,-31.050505050505052,1.9349,0.03686843548248494,108.02568817138672,81.73712158203125,-45.16481018066406,
130.2020202020202,-30.949494949494948,1.9091,0.08591591219907484,115.41742706298828,120.75995635986328,-44.92097473144531,
130.2020202020202,-30.848484848484848,1.9569999999999999,0.07401527976529516,120.3936767578125,-52.087493896484375,-46.56727981567383,
130.2020202020202,-30.747474747474747,1.9665,0.0060693713285988405,131.18572998046875,-56.88437271118164,-52.40816116333008,Fisher Domain
130.2020202020202,-30.646464646464647,1.9469999999999998,0.08194561375579001,128.87692260742188,-95.53942108154297,-54.02488708496094,Fisher Domain
130.2020202020202,-30.545454545454547,1.9037,0.07478018800837594,126.45941925048828,-46.602989196777344,-50.810672760009766,Fisher Domain
130.2020202020202,-30.444444444444443,1.9058,0.013518541843313272,134.70216369628906,164.4763946533203,-42.94053649902344,Fisher Domain
130.2020202020202,-30.343434343434343,1.9226,0.041087809146195246,135.84246826171875,226.47140502929688,-37.798702239990234,Hughes Domain
